,Compound,Negative,Neutral,Positive,Source,Tweet Date,Tweet Text,Tweets Ago
158,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:39:02,RT @Folk4QAFReunion: This @EW #qaf cast reunion is getting a lot of attention today @Showtime @netflix @hulu @AmazonStudios @cbs The fans t…,37
159,0.4215,0.0,0.0,0.157,@CBS,2018-06-08 20:38:56,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,38
160,0.2808,0.153,0.153,0.194,@CBS,2018-06-08 20:38:53,"RT @Pepamint83: Code Black Fans 

Let's show CBS they made a HUGE mistake by cancelling #CodeBlack and show them our fan number's. 

PLEASE…",39
161,0.0772,0.0,0.0,0.075,@CBS,2018-06-08 20:38:49,@David_Leavitt @Yahoo @CBS @dcexaminer @axs  @TwitchSupport do you want this sort of content associated with your platforms?,40
162,-0.3182,0.126,0.126,0.0,@CBS,2018-06-08 20:38:46,"Day 663 of the National boycott of MSM, including @MSNBC, @CNN, @ABC, @CBS, @nytimes , @washingtonpost ,@USATODAY… https://t.co/wX5u1PrKWn",41
163,-0.296,0.17,0.17,0.108,@CBS,2018-06-08 20:38:43,@FBICBS @CBS Can’t wait. Anything Dick Wolf creates is usually gold. 🙌🏽,42
164,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:38:00,@scottymullen @CBS @acferrante I smell a mockbuster.... Magnum:CSI https://t.co/2WHNd3tneE,43
165,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:37:11,"RT @RHOAZON: J-130
#YoungSheldon 
S02E01
@CBS
Others tv series dates 
⤵️⤵️⤵️⤵️⤵️⤵️⤵️⤵️⤵️
https://t.co/HQ4RpR74XS https://t.co/2jnWvQCy6f",44
166,0.7351,0.0,0.0,0.267,@CBS,2018-06-08 20:37:09,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…",45
167,0.4215,0.0,0.0,0.157,@CBS,2018-06-08 20:36:47,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,46
168,-0.6124,0.16,0.16,0.0,@CBS,2018-06-08 20:36:46,@David_Leavitt @CBS @axs @Yahoo any idea on if this disgusting human being is going to be working for you anymore a… https://t.co/0ou6CY5NPJ,47
169,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:49:32,RT @SaraRamirez: This is about to be the most inclusively #Queer #Pride weekend yet. Between @PoseOnFX @VIDA_STARZ  @TheTonyAwards on @CBS…,48
170,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:49:28,@CNN @CBS @NBC @FoxNews @CNBC @MSNBC How Carter Page got tangled up in the Russian web https://t.co/3UPnYAxK2C,49
171,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:49:21,@Beantownump @MtnMD @CNN @nbc @CBS @ABC @NPR @USATODAY @PBS @Reuters @AP @WSJ @FoxNews @NatEnquirer While they perp… https://t.co/aytsWLtmXX,50
172,-0.1779,0.141,0.141,0.114,@CBS,2018-06-08 20:49:20,@CBS @Yahoo @axs This is what your contributing writer chose to say on the day Anthony Bourdain died. I hope I don’… https://t.co/h6yj6pG9J9,51
173,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:48:37,RT @DouglasHespelt: @catharinemcphe5 @Grandje79727717 @pjstevens0101 @killianfleury45 @chpspics @KayneSir @just_a_meow_mom @ScorpionWriters…,52
174,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:48:25,RT @Beantownump: @JenniferLBrewer @MtnMD @CNN @nbc @CBS @ABC @NPR @USATODAY @PBS @Reuters @AP We know @WSJ @CNN @FoxNews @NatEnquirer spike…,53
175,-0.7351,0.332,0.332,0.095,@CBS,2018-06-08 20:48:01,"@CBS If you have a writer who posts shit like this, you should probably drop him. This is unacceptable. https://t.co/QIngE0HXmK",54
176,0.75,0.0,0.0,0.204,@CBS,2018-06-08 20:47:52,"RT @CBS: Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which show are you m…",55
177,-0.4588,0.237,0.237,0.149,@CBS,2018-06-08 20:47:17,"RT @FBICBS: When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when new drama #FB…",56
178,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:47:14,@JenniferLBrewer @MtnMD @CNN @nbc @CBS @ABC @NPR @USATODAY @PBS @Reuters @AP We know @WSJ @CNN @FoxNews… https://t.co/arHVwP67Sw,57
179,0.4738,0.0,0.0,0.339,@CBS,2018-06-08 20:47:02,@LilOldMiniMe @CBS @etnow Thank you! Me too!,58
180,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:46:33,"RT @ProCannonFodder: When does @CBS address Colbert's ""Holster"" comment under the new standards set by @ABCNetwork  #LiberalHypocrisy",59
181,0.802,0.0,0.0,0.356,@CBS,2018-06-08 20:46:23,"RT @DeckerStar_Luv: It is in everyone's best interest to #SaveLucifer #PickUpLucifer 

@tomellis17 @Henderson_Joe @Ildymojo 

@warnerbrostv…",60
182,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:46:15,#DemsLoseJewishMillennialBlackHispanicVote #ProsecuteVoterFraud #DemsRinosOut #ObamaGate #NoDealsForTraitors… https://t.co/8t93f4TjG4,61
183,0.75,0.0,0.0,0.273,@CBS,2018-06-08 20:46:09,"RT @HawaiiFive0CBS: This fall, the Aloha State is getting backup. #H50 is proud to welcome @MagnumPICBS to @CBS! https://t.co/K65pjGqzYh",62
184,-0.5256,0.308,0.308,0.136,@CBS,2018-06-08 20:45:50,@David_Leavitt You are definitely the most disgusting lifeform today. @cbs @yahoo fire this thing.,63
185,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:45:22,@MtnMD @CNN @nbc @CBS @ABC @NPR @USATODAY @PBS @Reuters @AP When fascism comes to America it will be waving a flag.… https://t.co/96gPOnhDpP,64
186,0.6486,0.0,0.0,0.249,@CBS,2018-06-08 20:45:15,RT @CrimMinds_CBS: The CBS crime-fighting family is getting even stronger. #CriminalMinds welcomes @FBICBS to @CBS this fall. https://t.co/…,65
187,0.4215,0.0,0.0,0.157,@CBS,2018-06-08 20:44:11,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,66
188,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:43:50,RT @SaraRamirez: This is about to be the most inclusively #Queer #Pride weekend yet. Between @PoseOnFX @VIDA_STARZ  @TheTonyAwards on @CBS…,67
189,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:43:49,@MagnumPICBS @CBS Tom Selleck is the only Magum,68
190,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:43:45,Hey @CBS and @time come get your boy https://t.co/x3CIKF8vgk,69
191,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:43:28,RT @SaraRamirez: This is about to be the most inclusively #Queer #Pride weekend yet. Between @PoseOnFX @VIDA_STARZ  @TheTonyAwards on @CBS…,70
192,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:42:47,@SaraRamirez @PoseOnFX @VIDA_STARZ @TheTonyAwards @CBS @brooklyn_pride If Kat Sandoval was to meet Arizona Robbins… https://t.co/3gEsJ0jqMt,71
193,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:42:47,"RT @RepublicRecords: TONIGHT: Catch @juliamichaels performing with @ShawnMendes on the @latelateshow 🌹

12:37AM ET on @CBS https://t.co/kEs…",72
194,-0.4588,0.237,0.237,0.149,@CBS,2018-06-08 20:42:41,"RT @FBICBS: When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when new drama #FB…",73
195,0.8832,0.0,0.0,0.351,@CBS,2018-06-08 20:42:30,"RT @bigbangtheory: Hey @TheNeighborhood, take it from us, sometimes it's easier said than done to love thy neighbor. Welcome to @CBS! https…",74
196,0.4767,0.074,0.074,0.148,@CBS,2018-06-08 20:41:30,RT @CBS: It's the summer of love. You NEED to see what just happened on The Young and the Restless. Download the app. https://t.co/S7TIyTOu…,75
197,-0.4215,0.203,0.203,0.0,@CBS,2018-06-08 20:41:26,@SaraRamirez @PoseOnFX @VIDA_STARZ @TheTonyAwards @CBS @brooklyn_pride Sadly. In #Mauritiuspride2018 many 🏳️‍🌈… https://t.co/puMNFfJ0wv,76
198,0.296,0.0,0.0,0.155,@CBS,2018-06-08 20:39:58,RT @CBS: Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,77
199,-0.8402,0.29,0.29,0.0,@CBS,2018-06-08 20:39:57,RT @leftybroad: #CodeBlack With all the stress of hatred in the world that we see daily why on earth would @CBS cancel this humanity driven…,78
200,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:39:53,RT @SaraRamirez: This is about to be the most inclusively #Queer #Pride weekend yet. Between @PoseOnFX @VIDA_STARZ  @TheTonyAwards on @CBS…,79
201,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:39:34,RT @Folk4QAFReunion: This @EW #qaf cast reunion is getting a lot of attention today @Showtime @netflix @hulu @AmazonStudios @cbs The fans t…,80
202,0.8408,0.0,0.0,0.392,@CBS,2018-06-08 20:39:30,"RT @fatima_aouichi: I WOULD NEVER STOP FIGHTING FOR THE SHOW I CARE ABOUT 💖❤️
 #SaveTheShadowWorld #SaveShadowhunters 
@FreeformTV @hulu @n…",81
203,0.5051,0.0,0.0,0.135,@CBS,2018-06-08 20:39:18,RT @MtnMD: Why is the press not SCREAMING THIS FROM THE ROOFTOPS??? @CNN @NBC @CBS @ABC @NPR @USATODAY @PBS @REUTERS @AP https://t.co/EW4py…,82
204,-0.34,0.138,0.138,0.0,@CBS,2018-06-08 20:39:17,RT @scottymullen: Obviously @CBS made a ginormous casting mistake and @MyNameisRazzle2 should be the new #MagnumPI https://t.co/unND4a4xcK,83
205,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:39:02,RT @Folk4QAFReunion: This @EW #qaf cast reunion is getting a lot of attention today @Showtime @netflix @hulu @AmazonStudios @cbs The fans t…,84
206,0.4215,0.0,0.0,0.157,@CBS,2018-06-08 20:38:56,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,85
207,0.2808,0.153,0.153,0.194,@CBS,2018-06-08 20:38:53,"RT @Pepamint83: Code Black Fans 

Let's show CBS they made a HUGE mistake by cancelling #CodeBlack and show them our fan number's. 

PLEASE…",86
208,0.0772,0.0,0.0,0.075,@CBS,2018-06-08 20:38:49,@David_Leavitt @Yahoo @CBS @dcexaminer @axs  @TwitchSupport do you want this sort of content associated with your platforms?,87
209,-0.3182,0.126,0.126,0.0,@CBS,2018-06-08 20:38:46,"Day 663 of the National boycott of MSM, including @MSNBC, @CNN, @ABC, @CBS, @nytimes , @washingtonpost ,@USATODAY… https://t.co/wX5u1PrKWn",88
210,-0.296,0.17,0.17,0.108,@CBS,2018-06-08 20:38:43,@FBICBS @CBS Can’t wait. Anything Dick Wolf creates is usually gold. 🙌🏽,89
211,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:38:00,@scottymullen @CBS @acferrante I smell a mockbuster.... Magnum:CSI https://t.co/2WHNd3tneE,90
212,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:37:11,"RT @RHOAZON: J-130
#YoungSheldon 
S02E01
@CBS
Others tv series dates 
⤵️⤵️⤵️⤵️⤵️⤵️⤵️⤵️⤵️
https://t.co/HQ4RpR74XS https://t.co/2jnWvQCy6f",91
213,0.7351,0.0,0.0,0.267,@CBS,2018-06-08 20:37:09,"RT @TheTonyAwards: Special Tony Award recipient, @springsteen will make a rare television appearance as he performs at the 2018 #TonyAwards…",92
214,0.4215,0.0,0.0,0.157,@CBS,2018-06-08 20:36:47,RT @JKCorden: Tonight’s @latelateshow might be one of my favorites of all time x @CBS 12.30 x #LateLateShawn,93
215,-0.6124,0.16,0.16,0.0,@CBS,2018-06-08 20:36:46,@David_Leavitt @CBS @axs @Yahoo any idea on if this disgusting human being is going to be working for you anymore a… https://t.co/0ou6CY5NPJ,94
216,-0.7814,0.287,0.287,0.0,@CBS,2018-06-08 20:36:08,"@CBS @etnow @DDirecto Uggh, hard to look at the word “Tony” today in anything but the worst context. #RIPAnthonyBordain",95
217,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:49:32,RT @SaraRamirez: This is about to be the most inclusively #Queer #Pride weekend yet. Between @PoseOnFX @VIDA_STARZ  @TheTonyAwards on @CBS…,96
218,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:49:28,@CNN @CBS @NBC @FoxNews @CNBC @MSNBC How Carter Page got tangled up in the Russian web https://t.co/3UPnYAxK2C,97
219,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:49:21,@Beantownump @MtnMD @CNN @nbc @CBS @ABC @NPR @USATODAY @PBS @Reuters @AP @WSJ @FoxNews @NatEnquirer While they perp… https://t.co/aytsWLtmXX,98
220,-0.1779,0.141,0.141,0.114,@CBS,2018-06-08 20:49:20,@CBS @Yahoo @axs This is what your contributing writer chose to say on the day Anthony Bourdain died. I hope I don’… https://t.co/h6yj6pG9J9,99
221,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:48:37,RT @DouglasHespelt: @catharinemcphe5 @Grandje79727717 @pjstevens0101 @killianfleury45 @chpspics @KayneSir @just_a_meow_mom @ScorpionWriters…,100
222,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:48:25,RT @Beantownump: @JenniferLBrewer @MtnMD @CNN @nbc @CBS @ABC @NPR @USATODAY @PBS @Reuters @AP We know @WSJ @CNN @FoxNews @NatEnquirer spike…,101
223,-0.7351,0.332,0.332,0.095,@CBS,2018-06-08 20:48:01,"@CBS If you have a writer who posts shit like this, you should probably drop him. This is unacceptable. https://t.co/QIngE0HXmK",102
224,0.75,0.0,0.0,0.204,@CBS,2018-06-08 20:47:52,"RT @CBS: Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which show are you m…",103
225,-0.4588,0.237,0.237,0.149,@CBS,2018-06-08 20:47:17,"RT @FBICBS: When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when new drama #FB…",104
226,0.0,0.0,0.0,0.0,@CBS,2018-06-08 20:47:14,@JenniferLBrewer @MtnMD @CNN @nbc @CBS @ABC @NPR @USATODAY @PBS @Reuters @AP We know @WSJ @CNN @FoxNews… https://t.co/arHVwP67Sw,105
227,0.4738,0.0,0.0,0.339,@CBS,2018-06-08 20:47:02,@LilOldMiniMe @CBS @etnow Thank you! Me too!,106
228,0.1511,0.0,0.0,0.077,@CNN,2018-06-08 20:49:46,"@CNN this shouldn't be controversial. many Trump fans think he is a king, and Trump has always considered himself c… https://t.co/Q2aGY40egD",1
229,-0.7003,0.326,0.326,0.0,@CNN,2018-06-08 20:49:45,@CNN The king of traitors. No room for king hog shit in this democracy.,2
230,-0.5405,0.251,0.251,0.1,@CNN,2018-06-08 20:49:44,@AnneClaireCNN @CNN @brianstelter delete that tweet please and do not share the details @Bourdain's death. @CNN did… https://t.co/6D7xA6yfju,3
231,-0.296,0.191,0.191,0.105,@CNN,2018-06-08 20:49:44,"RT @CNN: Krill are critical to the fight against climate change: These tiny creatures help capture carbon dioxide, offsetting the emissions…",4
232,0.0772,0.134,0.134,0.177,@CNN,2018-06-08 20:49:44,"RT @t_pletch: @CNN speaking as a loyal fan of yours, this behavior by a CNN contributor is abhorrent and shouldn’t be allowed. The use of t…",5
233,0.5859,0.064,0.064,0.193,@CNN,2018-06-08 20:49:44,"RT @CNN: Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by showing up at his…",6
234,0.5859,0.064,0.064,0.193,@CNN,2018-06-08 20:49:43,"RT @CNN: Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by showing up at his…",7
235,0.6369,0.0,0.0,0.234,@CNN,2018-06-08 20:49:43,I know for a fact that our Religious beliefs are protected by the Constitution. What part protects speech against o… https://t.co/X5uJRMIYgq,8
236,-0.8271,0.304,0.304,0.073,@CNN,2018-06-08 20:49:41,"RT @CNN: BREAKING: Anthony Bourdain of CNN’s “Parts Unknown” is dead. The chef, storyteller and Emmy-winning host has committed suicide at…",9
237,-0.8271,0.304,0.304,0.073,@CNN,2018-06-08 20:49:41,"RT @CNN: BREAKING: Anthony Bourdain of CNN’s “Parts Unknown” is dead. The chef, storyteller and Emmy-winning host has committed suicide at…",10
238,0.7378,0.137,0.137,0.332,@CNN,2018-06-08 20:49:40,RT @President1Trump: AMAZING @CNN Does a positive piece of news on @POTUS: 11-year-old cancer survivor Katy was with @POTUS when he signed…,11
239,0.3182,0.0,0.0,0.103,@CNN,2018-06-08 20:49:40,@AlecTGalloway3 @CNN @NRA Please contact your local police and tell them that you don't think they need to teach th… https://t.co/jhz5vX3DKB,12
240,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:37,"RT @CNN: Anthony Bourdain, the chef and gifted storyteller who took TV viewers around the world to explore culture, cuisine and the human c…",13
241,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:36,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.,14
242,-0.5994,0.163,0.163,0.0,@CNN,2018-06-08 20:49:35,"RT @CNN: Anthony Bourdain's ""Kitchen Confidential"" became Amazon's top-selling book after the chef and television host's death at age 61 ht…",15
243,0.4767,0.0,0.0,0.194,@CNN,2018-06-08 20:49:35,"So, will @Kaepernick7 get an invite, Mr. President? @realDonaldTrump 
We would like to hear the discussion on live… https://t.co/6sKtnUplOS",16
244,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:35,@CNN All these suicides and nobody knows why?,17
245,-0.4847,0.108,0.108,0.0,@CNN,2018-06-08 20:49:35,"RT @CNN: Anthony Bourdain ""gave us a world that we didn't know we needed. He gave us stories of people we didn't know we loved. ... He gave…",18
246,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:34,RT @CNN: Did you know Google used to be called Backrub? Here's a look back at some of the most memorable company name changes: https://t.co…,19
247,0.4404,0.0,0.0,0.182,@CNN,2018-06-08 20:49:33,@CNN @PartsUnknownCNN Thanks to everyone involved in making Parts Unknown all these years. #BourdainRIP,20
248,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:33,RT @CNN: KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later this year in the…,21
249,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:33,@countable Donald Trump represents Vladimir Putin and not the American people.  @foxnewspolitics @ABCPolitics @NBCPolitics @CBSPolitics @CNN,22
250,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:32,@CNN will twist anything https://t.co/8ngKYNw7WX,23
251,-0.1572,0.071,0.071,0.0,@CNN,2018-06-08 20:49:31,"RT @larryelder: Media are CRAZED over @realDonaldTrump's use of the term ""spy."" But @CNN, @ABC, @NBCNews, @MSNBC and the leftwing media CON…",24
252,-0.4847,0.108,0.108,0.0,@CNN,2018-06-08 20:49:31,"RT @CNN: Anthony Bourdain ""gave us a world that we didn't know we needed. He gave us stories of people we didn't know we loved. ... He gave…",25
253,-0.5994,0.163,0.163,0.0,@CNN,2018-06-08 20:49:31,"RT @CNN: Anthony Bourdain's ""Kitchen Confidential"" became Amazon's top-selling book after the chef and television host's death at age 61 ht…",26
254,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:30,"RT @CNN: Anthony Bourdain, the chef and gifted storyteller who took TV viewers around the world to explore culture, cuisine and the human c…",27
255,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:30,@CNN Enough ages for it,28
256,-0.5994,0.163,0.163,0.0,@CNN,2018-06-08 20:49:30,"RT @CNN: Anthony Bourdain's ""Kitchen Confidential"" became Amazon's top-selling book after the chef and television host's death at age 61 ht…",29
257,0.5719,0.12,0.12,0.263,@CNN,2018-06-08 20:49:29,"@CNN Clintoon nefarious nutsackworxs, you are the best. At being wrong. Keep hiring obummer and killerybenghazi peeps. You're  amusing",30
258,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:28,RT @CNN: President Trump is dressed as a king on the new Time magazine cover https://t.co/NxcNy1BWy4 https://t.co/Q2XrjRE4ip,31
259,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:28,@CNN @CBS @NBC @FoxNews @CNBC @MSNBC How Carter Page got tangled up in the Russian web https://t.co/3UPnYAxK2C,32
260,0.296,0.0,0.0,0.423,@CNN,2018-06-08 20:49:27,@rmead777 @CNN Ok troll,33
261,-0.296,0.191,0.191,0.105,@CNN,2018-06-08 20:49:27,"RT @CNN: Krill are critical to the fight against climate change: These tiny creatures help capture carbon dioxide, offsetting the emissions…",34
262,-0.296,0.191,0.191,0.105,@CNN,2018-06-08 20:49:26,"RT @CNN: Krill are critical to the fight against climate change: These tiny creatures help capture carbon dioxide, offsetting the emissions…",35
263,0.5859,0.064,0.064,0.193,@CNN,2018-06-08 20:49:26,"RT @CNN: Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by showing up at his…",36
264,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:26,RT @CNN: President Trump is dressed as a king on the new Time magazine cover https://t.co/NxcNy1BWy4 https://t.co/Q2XrjRE4ip,37
265,0.3182,0.0,0.0,0.099,@CNN,2018-06-08 20:49:24,RT @Ms_Wallace4: @Sifill_LDF @NAACP_LDF @CNN AND in 1977 then President Jimmy Carter did a blanket pardon anyone who had evaded the draft d…,38
266,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:24,@CNN Before this is over .... we may make him king,39
267,-0.4847,0.108,0.108,0.0,@CNN,2018-06-08 20:49:24,"RT @CNN: Anthony Bourdain ""gave us a world that we didn't know we needed. He gave us stories of people we didn't know we loved. ... He gave…",40
268,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:22,@CNN Read it two years ago. It's unabashed look at the restaurant industry and food service in the 80's is still ve… https://t.co/ZsEzmlsVWw,41
269,-0.8271,0.304,0.304,0.073,@CNN,2018-06-08 20:49:22,"RT @CNN: BREAKING: Anthony Bourdain of CNN’s “Parts Unknown” is dead. The chef, storyteller and Emmy-winning host has committed suicide at…",42
270,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:21,"RT @CNN: In the Maldives, a resort offers endangered sea turtles a new life #WorldOceansDay https://t.co/hA4z3vuBhX https://t.co/a5UL82Ep34",43
271,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:21,@Beantownump @MtnMD @CNN @nbc @CBS @ABC @NPR @USATODAY @PBS @Reuters @AP @WSJ @FoxNews @NatEnquirer While they perp… https://t.co/aytsWLtmXX,44
272,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:21,@CNN Surreal,45
273,-0.5994,0.163,0.163,0.0,@CNN,2018-06-08 20:49:20,"RT @CNN: Anthony Bourdain's ""Kitchen Confidential"" became Amazon's top-selling book after the chef and television host's death at age 61 ht…",46
274,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:19,@Erictow26391000 @CNN Did he have sex with your wife?,47
275,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:18,@Jobire @Freethi50307748 @CNN Some kicks in your door and you would just let them? that is why the police were there.,48
276,-0.4588,0.234,0.234,0.128,@CNN,2018-06-08 20:49:17,RT @2nde3fizzy: SARS operatives are killing and robbing Nigerian youth and our dearest president @MBuhari has refused to address this issue…,49
277,0.5859,0.064,0.064,0.193,@CNN,2018-06-08 20:49:17,"RT @CNN: Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by showing up at his…",50
278,0.6908,0.081,0.081,0.263,@CNN,2018-06-08 20:49:17,RT @Sifill_LDF: .@NAACP_LDF successfully represented Mr. Ali in the Supreme Court and his conviction was reversed and all charges dismissed…,51
279,-0.7906,0.241,0.241,0.0,@CNN,2018-06-08 20:49:17,RT @CNN: British troops burned down the White House during the War of 1812. Historians note the British attack on Washington was in retalia…,52
280,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:16,RT @CNN: Anthony Bourdain's life in pictures https://t.co/R2yRpCrkAj https://t.co/fYZziCtPI7,53
281,-0.25,0.153,0.153,0.106,@CNN,2018-06-08 20:49:16,@CNN @PrincessBravato I wonder if he will suddenly be stricken with the truth serum about @realdonaldtrump others i… https://t.co/3KJ4679n3d,54
282,0.0772,0.155,0.155,0.204,@CNN,2018-06-08 20:49:15,"@CNN speaking as a loyal fan of yours, this behavior by a CNN contributor is abhorrent and shouldn’t be allowed. Th… https://t.co/lBWO3vHdMs",55
283,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:15,RT @CNN: President Trump is dressed as a king on the new Time magazine cover https://t.co/NxcNy1BWy4 https://t.co/Q2XrjRE4ip,56
284,-0.4939,0.186,0.186,0.0,@CNN,2018-06-08 20:49:15,"Retweeted CNN (@CNN):

A stolen armored personnel carrier led police on a two-hour chase through Virginia… https://t.co/2om1L5XixW",57
285,-0.0772,0.058,0.058,0.0,@CNN,2018-06-08 20:49:15,RT @Smart3Stacy: #MSM @CNN @MSNBC 👙👙No swimsuits for Miss America because it’s demeaning but women doing porn for a living is empowering. S…,58
286,-0.8271,0.304,0.304,0.073,@CNN,2018-06-08 20:49:14,"RT @CNN: BREAKING: Anthony Bourdain of CNN’s “Parts Unknown” is dead. The chef, storyteller and Emmy-winning host has committed suicide at…",59
287,0.7378,0.137,0.137,0.332,@CNN,2018-06-08 20:49:13,RT @President1Trump: AMAZING @CNN Does a positive piece of news on @POTUS: 11-year-old cancer survivor Katy was with @POTUS when he signed…,60
288,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:13,RT @CNN: President Trump is dressed as a king on the new Time magazine cover https://t.co/NxcNy1BWy4 https://t.co/Q2XrjRE4ip,61
289,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:12,@CNN They will adapt.,62
290,-0.4847,0.108,0.108,0.0,@CNN,2018-06-08 20:49:11,"RT @CNN: Anthony Bourdain ""gave us a world that we didn't know we needed. He gave us stories of people we didn't know we loved. ... He gave…",63
291,-0.4019,0.278,0.278,0.0,@CNN,2018-06-08 20:49:11,@dogtagcrusch @dppav @clee3575 @CNN It's Mike Tomlin's fault,64
292,0.4215,0.0,0.0,0.109,@CNN,2018-06-08 20:49:11,"RT @CNN: President Trump says the Coast Guard rescued people who ""went out in their boats to watch"" Hurricane Harvey. Local officials -- in…",65
293,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:11,@realDonaldTrump #manafort squeal little piggy  @CNN,66
294,0.0,0.0,0.0,0.0,@CNN,2018-06-08 20:49:10,"@CNN 5ht deployment in Kosovo? What the US is doing in Kosovo? ""protecting human rights"" or strategically securing… https://t.co/PxTvQtjtT1",67
295,-0.5574,0.175,0.175,0.0,@CNN,2018-06-08 20:49:10,"@vocaldistrict @realDonaldTrump @CNN @BBCPolitics @SkyNews Here, Trump doesnt even know and he just spews shit to s… https://t.co/iKiEOo5wP5",68
296,0.5859,0.064,0.064,0.193,@CNN,2018-06-08 20:49:09,"RT @CNN: Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by showing up at his…",69
297,0.5994,0.0,0.0,0.494,@CNN,2018-06-08 20:49:08,@CNN Aww that's beautiful xx,70
298,-0.8271,0.304,0.304,0.073,@CNN,2018-06-08 20:49:08,"RT @CNN: BREAKING: Anthony Bourdain of CNN’s “Parts Unknown” is dead. The chef, storyteller and Emmy-winning host has committed suicide at…",71
299,0.34,0.0,0.0,0.094,@CNN,2018-06-08 20:49:07,RT @CNN: Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught us about food —…,72
